method,chunk_number,chunk_text,is_complete,total_chunks
naive,20,.load_app() is app      # import app with module's absolute path     cli_app_path = str(test_path / ,yes,59
naive,21,"()     assert app.name == ""testapp""     assert obj.load_app() is app      def create_app():         ",yes,59
naive,22,"app from wsgi.py in current directory     monkeypatch.chdir(test_path / ""helloworld"")     obj = Scri",no,59
naive,23,"t_app_cli_has_app_context(app, runner):     def _param_cb(ctx, param, value):         # current_app ",yes,59
naive,24,pp should be the same as current_app         same_app = current_app._get_current_object() is app    ,yes,59
naive,25,   @with_appcontext     def testcmd():         click.echo(current_app.name)      obj = ScriptInfo(cr,no,59
naive,26,ass      @cli.command()     def test():         click.echo(current_app.name)      @cli.group()     d,no,59
naive,27," == 0     assert result.output == ""testappgroup\n""      result = runner.invoke(cli, [""subgroup"", ""te",yes,59
naive,28,     def cli(**params):         pass      @cli.command()     def test():         click.echo(current_,no,59
naive,29,"eate_app():         app = Flask(""flaskgroup"")         app.debug = True         return app      @clic",yes,59
naive,30,"ult.exit_code == 0     assert result.output == f""{not set_debug_flag}\n""   def test_flaskgroup_neste",no,59
naive,31,"oke(cli, [""flask"", ""show""])     assert result.output == ""flask_test\n""   def test_no_command_echo_lo",no,59
naive,32,"rt result.exit_code == 2     assert ""FLASK_APP"" in result.stderr     assert ""Usage:"" in result.stder",no,59
naive,33,"li, [""--help""])     assert result.exit_code == 0     assert ""FLASK_APP"" in result.stderr     assert ",no,59
naive,34,"eError):         # Click >= 8.2         runner = CliRunner()      result = runner.invoke(cli, [""--he",no,59
naive,35,"""/get_post/<int:x>/<int:y>"",             methods=[""GET"", ""POST""],             endpoint=""yyy_get_post",no,59
naive,36,", cli)      def expect_order(self, order, output):         # skip the header and match the start of ",no,59
naive,37,"esult = invoke([""routes""])         assert result.exit_code == 0         self.expect_order([""aaa_post",no,59
naive,38,"put         self.expect_order(             [""static"", ""yyy_get_post"", ""aaa_post""],             invok",yes,59
naive,39,"_rules()]         self.expect_order(match_order, invoke([""routes"", ""-s"", ""match""]).output)      def ",no,59
naive,40,"ef test_no_routes(self, runner):         app = Flask(__name__, static_folder=None)         cli = Fla",no,59
naive,41,"tic_folder=None)         app.add_url_rule(""/a"", subdomain=""a"", endpoint=""a"")         app.add_url_rul",no,59
naive,42,"       app = Flask(__name__, static_folder=None, host_matching=True)         app.add_url_rule(""/a"", ",no,59
naive,43,t   def dotenv_not_available():     try:         import dotenv  # noqa: F401     except ImportError:,yes,59
naive,44," yet     for item in (""FOO"", ""BAR"", ""SPAM"", ""HAM""):         monkeypatch._setitem.append((os.environ,",yes,59
naive,45,"     assert os.environ[""BAR""] == ""bar""     # set only in .env     assert os.environ[""SPAM""] == ""1""  ",no,59
naive,46,"e)   @need_dotenv def test_dotenv_path(monkeypatch):     for item in (""FOO"", ""BAR"", ""EGGS""):        ",no,59
naive,47,"e)     monkeypatch.chdir(test_path)     load_dotenv()     assert ""FOO"" not in os.environ   @need_dot",no,59
naive,48,"   # no key     with pytest.raises(click.BadParameter):         run_command.make_context(""run"", [""--",yes,59
naive,49,"   assert ctx.params[""cert""] == (__file__, __file__)      # key specified first     ctx = run_comman",no,59
naive,50,"    with pytest.raises(click.BadParameter):         run_command.make_context(""run"", [""--cert"", ""adho",yes,59
naive,51,"     with pytest.raises(click.BadParameter):         run_command.make_context(""run"", [""--cert"", ""adh",no,59
naive,52,"   with pytest.raises(click.BadParameter):         run_command.make_context(""run"", [""--cert"", ""flask",yes,59
naive,53,l_context      # no --key with SSLContext     with pytest.raises(click.BadParameter):         run_co,no,59
naive,54,"--cert"", ""not_here""])   def test_cli_blueprints(app):     """"""Test blueprint commands register correc",no,59
naive,55,".command(""custom"")     def custom_command():         click.echo(""custom_result"")      @nested.cli.co",no,59
naive,56,"late_result"")      app.register_blueprint(custom)     app.register_blueprint(nested)     app.registe",yes,59
naive,57,"unner.invoke(args=[""nested"", ""nested""])     assert ""nested_result"" in result.output      result = ap",no,59
naive,58," empty, do not register it.""""""     bp = Blueprint(""blue"", __name__, cli_group=""blue"")     app.regist",no,59
naive,59,"patterns"", __file__])     assert ctx.params[""exclude_patterns""] == [__file__] ",yes,59
ast,1,# This file was part of Flask-CLI and was modified under the terms of # its Revised BSD License. Cop,yes,32
ast,2,def runner():     return CliRunner()   ,yes,32
ast,3,"def test_cli_name(test_apps):     """"""Make sure the CLI object's name is the app's name and not the a",yes,32
ast,4,"def test_find_best_app(test_apps):     class Module:         app = Flask(""appname"")      assert find",yes,32
ast,5,"def test_prepare_import(request, value, path, result):     """"""Expect the correct path to be set and ",yes,32
ast,6,"def test_locate_app(test_apps, iname, aname, result):     assert locate_app(iname, aname).name == re",yes,32
ast,7,"def test_locate_app_raises(test_apps, iname, aname):     with pytest.raises(NoAppException):        ",yes,32
ast,8,"def test_locate_app_suppress_raise(test_apps):     app = locate_app(""notanapp.py"", None, raise_if_no",no,32
ast,9,"def test_get_version(test_apps, capsys):     class MockCtx:         resilient_parsing = False       ",yes,32
ast,10,"def test_scriptinfo(test_apps, monkeypatch):     obj = ScriptInfo(app_import_path=""cliapp.app:testap",yes,32
ast,11,"def test_app_cli_has_app_context(app, runner):     def _param_cb(ctx, param, value):         # curre",yes,32
ast,12,def test_with_appcontext(runner):     @click.command()     @with_appcontext     def testcmd():      ,no,32
ast,13,def test_appgroup_app_context(runner):     @click.group(cls=AppGroup)     def cli():         pass   ,no,32
ast,14,"def test_flaskgroup_app_context(runner):     def create_app():         return Flask(""flaskgroup"")   ",yes,32
ast,15,"def test_flaskgroup_debug(runner, set_debug_flag):     def create_app():         app = Flask(""flaskg",yes,32
ast,16,"def test_flaskgroup_nested(app, runner):     cli = click.Group(""cli"")     flask_group = FlaskGroup(n",no,32
ast,17,def test_no_command_echo_loading_error():     from flask.cli import cli      try:         runner = C,no,32
ast,18,def test_help_echo_loading_error():     from flask.cli import cli      try:         runner = CliRunn,no,32
ast,19,"def test_help_echo_exception():     def create_app():         raise Exception(""oh no"")      cli = Fl",no,32
ast,20,class TestRoutes:     @pytest.fixture     def app(self):         app = Flask(__name__)         app.a,yes,32
ast,21,def dotenv_not_available():     try:         import dotenv  # noqa: F401     except ImportError:    ,yes,32
ast,22,def test_load_dotenv(monkeypatch):     # can't use monkeypatch.delitem since the keys don't exist ye,no,32
ast,23,"def test_dotenv_path(monkeypatch):     for item in (""FOO"", ""BAR"", ""EGGS""):         monkeypatch._seti",no,32
ast,24,"def test_dotenv_optional(monkeypatch):     monkeypatch.setitem(sys.modules, ""dotenv"", None)     monk",yes,32
ast,25,"def test_disable_dotenv_from_env(monkeypatch, runner):     monkeypatch.chdir(test_path)     monkeypa",no,32
ast,26,def test_run_cert_path():     # no key     with pytest.raises(click.BadParameter):         run_comma,no,32
ast,27,"def test_run_cert_adhoc(monkeypatch):     monkeypatch.setitem(sys.modules, ""cryptography"", None)    ",no,32
ast,28,"def test_run_cert_import(monkeypatch):     monkeypatch.setitem(sys.modules, ""not_here"", None)      #",no,32
ast,29,"def test_run_cert_no_ssl(monkeypatch):     monkeypatch.setitem(sys.modules, ""ssl"", None)      with p",yes,32
ast,30,"def test_cli_blueprints(app):     """"""Test blueprint commands register correctly to the application""""",no,32
ast,31,"def test_cli_empty(app):     """"""If a Blueprint's CLI group is empty, do not register it.""""""     bp =",no,32
ast,32,"def test_run_exclude_patterns():     ctx = run_command.make_context(""run"", [""--exclude-patterns"", __",yes,32
naive,1,import json import os  import pytest  import flask  # config keys used for the TestConfig TEST_KEY =,no,23
naive,2,"  app.config.from_pyfile(f""{__file__.rsplit('.', 1)[0]}.py"")     common_object_test(app)   def test_",no,23
naive,3,"  app.config.from_file(os.path.join(current_dir, ""static"", ""config.json""), json.load)     common_obj",no,23
naive,4,"    os.path.join(current_dir, ""static"", ""config.toml""), tomllib.load, text=False     )     common_ob",no,23
naive,5,"ch.setenv(""FLASK_LIST"", ""[1, 2]"")     monkeypatch.setenv(""FLASK_DICT"", '{""k"": ""v""}')     monkeypatch",yes,23
naive,6," == 1.2     assert app.config[""LIST""] == [1, 2]     assert app.config[""DICT""] == {""k"": ""v""}     asse",no,23
naive,7,"  assert app.config[""A""] == ""b""   def test_from_prefixed_env_nested(monkeypatch):     monkeypatch.se",no,23
naive,8,"""] = {""ok"": ""value"", ""flag"": True, ""inner"": {""ik"": 1}}     app.config.from_prefixed_env()      if os",yes,23
naive,9,"case.         assert app.config[""EXIST""] == {             ""ok"": ""value"",             ""OK"": ""other"", ",no,23
naive,10,"_)     app.config.from_mapping({""SECRET_KEY"": ""config"", ""TEST_KEY"": ""foo""})     common_object_test(a",yes,23
naive,11,"_object_test(app)      app = flask.Flask(__name__)     app.config.from_mapping(SECRET_KEY=""config"", ",no,23
naive,12,"ss Test(Base):         SECRET_KEY = ""config""      app = flask.Flask(__name__)     app.config.from_ob",no,23
naive,13,"   assert ""'FOO_SETTINGS' is not set"" in str(e.value)     assert not app.config.from_envvar(""FOO_SET",no,23
naive,14,"patch):     monkeypatch.setattr(""os.environ"", {""FOO_SETTINGS"": ""missing.cfg""})     app = flask.Flask",yes,23
naive,15,"endswith(""missing.cfg'"")     assert not app.config.from_envvar(""FOO_SETTINGS"", silent=True)   def te",no,23
naive,16,"ile or directory):""     )     assert msg.endswith(""missing.cfg'"")     assert not app.config.from_pyf",no,23
naive,17,"     ""[Errno 2] Unable to load configuration file (No such file or directory):""     )     assert msg",no,23
naive,18,"   app = Flask(__name__)     assert isinstance(app.config, Config)     app.config.from_object(__name",no,23
naive,19,"(__name__)     app.config[""FOO_OPTION_1""] = ""foo option 1""     app.config[""FOO_OPTION_2""] = ""foo opt",yes,23
naive,20,"o option 2"" == foo_options[""option_2""]     bar_options = app.config.get_namespace(""BAR_"", lowercase=",yes,23
naive,21,"  assert ""foo option 1"" == foo_options[""foo_option_1""]     assert ""foo option 2"" == foo_options[""foo",yes,23
naive,22,"TUFF_2""]   @pytest.mark.parametrize(""encoding"", [""utf-8"", ""iso-8859-15"", ""latin-1""]) def test_from_p",no,23
naive,23,"fig[""TEST_VALUE""]     assert value == ""föö"" ",yes,23
ast,1,import json import os  import pytest  import flask  # config keys used for the TestConfig TEST_KEY =,yes,19
ast,2,"def common_object_test(app):     assert app.secret_key == ""config""     assert app.config[""TEST_KEY""]",yes,19
ast,3,"def test_config_from_pyfile():     app = flask.Flask(__name__)     app.config.from_pyfile(f""{__file_",yes,19
ast,4,def test_config_from_object():     app = flask.Flask(__name__)     app.config.from_object(__name__) ,yes,19
ast,5,def test_config_from_file_json():     app = flask.Flask(__name__)     current_dir = os.path.dirname(,no,19
ast,6,"def test_config_from_file_toml():     tomllib = pytest.importorskip(""tomllib"", reason=""tomllib added",no,19
ast,7,"def test_from_prefixed_env(monkeypatch):     monkeypatch.setenv(""FLASK_STRING"", ""value"")     monkeyp",no,19
ast,8,"def test_from_prefixed_env_custom_prefix(monkeypatch):     monkeypatch.setenv(""FLASK_A"", ""a"")     mo",no,19
ast,9,"def test_from_prefixed_env_nested(monkeypatch):     monkeypatch.setenv(""FLASK_EXIST__ok"", ""other"")  ",no,19
ast,10,"def test_config_from_mapping():     app = flask.Flask(__name__)     app.config.from_mapping({""SECRET",no,19
ast,11,"def test_config_from_class():     class Base:         TEST_KEY = ""foo""      class Test(Base):       ",no,19
ast,12,"def test_config_from_envvar(monkeypatch):     monkeypatch.setattr(""os.environ"", {})     app = flask.",no,19
ast,13,"def test_config_from_envvar_missing(monkeypatch):     monkeypatch.setattr(""os.environ"", {""FOO_SETTIN",no,19
ast,14,def test_config_missing():     app = flask.Flask(__name__)     with pytest.raises(IOError) as e:    ,no,19
ast,15,def test_config_missing_file():     app = flask.Flask(__name__)     with pytest.raises(IOError) as e,no,19
ast,16,def test_custom_config_class():     class Config(flask.Config):         pass      class Flask(flask.,no,19
ast,17,"def test_session_lifetime():     app = flask.Flask(__name__)     app.config[""PERMANENT_SESSION_LIFET",yes,19
ast,18,"def test_get_namespace():     app = flask.Flask(__name__)     app.config[""FOO_OPTION_1""] = ""foo opti",no,19
ast,19,"def test_from_pyfile_weird_encoding(tmp_path, encoding):     f = tmp_path / ""my_config.py""     f.wri",no,19
naive,1,from werkzeug.routing import BaseConverter  from flask import request from flask import session from,yes,4
naive,2,"l             return "","".join(base_to_url(x) for x in value)      app.url_map.converters[""list""] = L",yes,4
naive,3,"test_context_available(app, client):     class ContextConverter(BaseConverter):         def to_pytho",yes,4
naive,4,"sert client.get(""/admin"").data == b""admin"" ",yes,4
ast,1,from werkzeug.routing import BaseConverter  from flask import request from flask import session from,yes,3
ast,2,"def test_custom_converters(app, client):     class ListConverter(BaseConverter):         def to_pyth",yes,3
ast,3,"def test_context_available(app, client):     class ContextConverter(BaseConverter):         def to_p",yes,3
naive,1,import io import os  import pytest import werkzeug.exceptions  import flask from flask.helpers impor,no,33
naive,2,lf.path = path      def __fspath__(self):         return self.path   class PyBytesIO:     def __init,yes,33
naive,3,"c/index.html"") as f:             expect = f.read()          with flask.send_file(""static/index.html""",no,33
naive,4," None.          # Test with static file handler.         with app.send_static_file(""index.html"") as ",yes,33
naive,5,"DEFAULT""] = 3600          # Test with static file handler.         with app.send_static_file(""index.",yes,33
naive,6,"Path.         with app.send_static_file(FakePath(""index.html"")) as rv:             assert rv.cache_c",yes,33
naive,7,"h static file handler.             with app.send_static_file(""index.html"") as rv:                 as",no,33
naive,8,"ctx):         app.root_path = os.path.join(             os.path.dirname(__file__), ""test_apps"", ""sub",no,33
naive,9,"self, app, req_ctx):         @app.route(""/"")         def index():             return ""42""          a",yes,33
naive,10,"_scheme=""https"")             == ""https://localhost/""         )      def test_url_for_with_scheme_not",no,33
naive,11,"alse with scheme         with pytest.raises(ValueError):             flask.url_for(""index"", _scheme=",yes,33
naive,12,"ssert (             flask.url_for(""index"", _external=True, _scheme=""https"")             == ""https://",no,33
naive,13,"lf, id=None):                 if id is None:                     return ""List""                 retur",yes,33
naive,14,"""], view_func=myview)         app.add_url_rule(""/myview/create"", methods=[""POST""], view_func=myview)",no,33
naive,15,"elf(self, app, req_ctx):         @app.route(""/<self>"")         def index(self):             return """,yes,33
naive,16,"edirect_with_app(app):     def redirect(location, code=302):         raise ValueError      app.redir",no,33
naive,17,         flask.abort(900)   def test_app_aborter_class():     class MyAborter(werkzeug.exceptions.Ab,no,33
naive,18,":         code = 900      app.aborter.mapping[900] = My900Error      with app.app_context(), pytest.",yes,33
naive,19,"rent to the user soon     enough, but tools which build Flask instances meta-programmatically benefi",no,33
naive,20,"lf, modules_tmp_path):         (modules_tmp_path / ""importerror.py"").write_text(""raise NotImplemente",no,33
naive,21,"):         @app.route(""/"")         def index():             def generate():                 yield ""H",yes,33
naive,22,"st_streaming_with_context_as_decorator(self, app, client):         @app.route(""/"")         def index",yes,33
naive,23,"ient.get(""/?name=World"")         assert rv.data == b""Hello World!""      def test_streaming_with_cont",yes,33
naive,24,           called.append(42)              def __next__(self):                 return next(self._gen),yes,33
naive,25,".stream_with_context(Wrapper(generate())))          rv = client.get(""/?name=World"")         assert r",no,33
naive,26,"  def gen():                 yield flask.session[""test""]              return flask.Response(gen())  ",yes,33
naive,27,"      def gen():                 yield flask.session[""test""]              return flask.Response(gen(",yes,33
naive,28,"ion         with client:             client.get().close()          with client, client.get() as rv: ",no,33
naive,29,"True"", True),         ],     )     def test_get_debug_flag(self, monkeypatch, debug, expect):       ",no,33
naive,30,"      assert rv.status_code == 200             assert rv.mimetype == ""text/html""              rv = f",no,33
naive,31,"app = flask.Flask(__name__)      with app.open_resource(""static/index.html"", mode) as f:         ass",no,33
naive,32,"ex.html"", mode)   @pytest.mark.parametrize(""encoding"", (""utf-8"", ""utf-16-le"")) def test_open_resourc",no,33
naive,33,".read() == ""test"" ",yes,33
ast,1,import io import os  import pytest import werkzeug.exceptions  import flask from flask.helpers impor,yes,16
ast,2,"class FakePath:     """"""Fake object to represent a ``PathLike object``.      This represents a ``path",yes,16
ast,3,"class PyBytesIO:     def __init__(self, *args, **kwargs):         self._io = io.BytesIO(*args, **kwa",yes,16
ast,4,"class TestSendfile:     def test_send_file(self, app, req_ctx):         with app.open_resource(""stat",yes,16
ast,5,"class TestUrlFor:     def test_url_for_with_anchor(self, app, req_ctx):         @app.route(""/"")     ",yes,16
ast,6,"def test_redirect_no_app():     response = flask.redirect(""https://localhost"", 307)     assert respo",yes,16
ast,7,"def test_redirect_with_app(app):     def redirect(location, code=302):         raise ValueError     ",no,16
ast,8,def test_abort_no_app():     with pytest.raises(werkzeug.exceptions.Unauthorized):         flask.abo,yes,16
ast,9,def test_app_aborter_class():     class MyAborter(werkzeug.exceptions.Aborter):         pass      cl,no,16
ast,10,def test_abort_with_app(app):     class My900Error(werkzeug.exceptions.HTTPException):         code ,no,16
ast,11,"class TestNoImports:     """"""Test Flasks are created without import.      Avoiding ``__import__`` hel",no,16
ast,12,"class TestStreaming:     def test_streaming_with_context(self, app, client):         @app.route(""/"")",yes,16
ast,13,"class TestHelpers:     @pytest.mark.parametrize(         (""debug"", ""expect""),         [             ",no,16
ast,14,"def test_open_resource(mode):     app = flask.Flask(__name__)      with app.open_resource(""static/in",no,16
ast,15,def test_open_resource_exceptions(mode):     app = flask.Flask(__name__)      with pytest.raises(Val,no,16
ast,16,"def test_open_resource_with_encoding(tmp_path, encoding):     app = flask.Flask(__name__, root_path=",no,16
naive,1,import os  import pytest  import flask   def test_explicit_instance_paths(modules_tmp_path):     wit,no,10
naive,2," def test_uninstalled_module_paths(modules_tmp_path, purge_module):     (modules_tmp_path / ""config_",no,10
naive,3,"mport app      assert app.instance_path == os.fspath(modules_tmp_path / ""instance"")   def test_unins",no,10
naive,4,"me(__file__))\n""         ""app = flask.Flask(__name__)\n""     )     purge_module(""config_package_app""",no,10
naive,5,"path / f""project-{package}""         monkeypatch.syspath_prepend(os.fspath(project))         ns = pro",yes,10
naive,6,")     purge_module(""namespace.package2"")     purge_module(""namespace"")      from namespace.package2 ",no,10
naive,7,"ort flask\napp = flask.Flask(__name__)\n""     )     purge_module(""site_app"")      from site_app impo",no,10
naive,8,"es_tmp_path / ""path""     installed_path.mkdir()     monkeypatch.syspath_prepend(installed_path)     ",yes,10
naive,9," == os.fspath(         modules_tmp_path / ""var"" / ""installed_package-instance""     )   def test_pref",no,10
naive,10,"ule(""site_package"")      import site_package      assert site_package.app.instance_path == os.fspath",yes,10
ast,1,import os  import pytest  import flask   ,yes,8
ast,2,"def test_explicit_instance_paths(modules_tmp_path):     with pytest.raises(ValueError, match="".*must",no,8
ast,3,"def test_uninstalled_module_paths(modules_tmp_path, purge_module):     (modules_tmp_path / ""config_m",no,8
ast,4,"def test_uninstalled_package_paths(modules_tmp_path, purge_module):     app = modules_tmp_path / ""co",no,8
ast,5,"def test_uninstalled_namespace_paths(tmp_path, monkeypatch, purge_module):     def create_namespace(",yes,8
ast,6,"def test_installed_module_paths(     modules_tmp_path, modules_tmp_path_prefix, purge_module, site_p",no,8
ast,7,"def test_installed_package_paths(     modules_tmp_path, modules_tmp_path_prefix, purge_module, monke",no,8
ast,8,"def test_prefix_package_paths(     modules_tmp_path, modules_tmp_path_prefix, purge_module, site_pac",no,8
naive,1,import datetime import decimal import io import uuid  import pytest from werkzeug.http import http_d,no,25
naive,2,"AP_BAD_REQUEST_ERRORS""] = False      @app.route(""/json"", methods=[""POST""])     def post_json():     ",yes,25
naive,3,"test_json_bad_requests(app, client):     @app.route(""/json"", methods=[""POST""])     def return_json()",no,25
naive,4,", methods=[""POST""])     def return_json():         return flask.request.get_json()      rv = client.",yes,25
naive,5,"x):     app.json.ensure_ascii = test_value     rv = app.json.dumps(""\N{SNOWMAN}"")     assert rv == e",no,25
naive,6,"  ""test_value"", [0, -1, 1, 23, 3.14, ""s"", ""longer string"", True, False, None] ) def test_jsonify_bas",no,25
naive,7,"st_value   def test_jsonify_dicts(app, client):     d = {         ""a"": 0,         ""b"": 23,         """,no,25
naive,8,"app.route(""/dict"")     def return_dict():         return flask.jsonify(d)      for url in ""/kw"", ""/d",yes,25
naive,9,"      42,         3.14,         ""t"",         ""hello"",         True,         False,         [""test li",yes,25
naive,10," ""/args_unpack"", ""/array"":         rv = client.get(url)         assert rv.mimetype == ""application/j",yes,25
naive,11,"():         return flask.jsonify(value=value)      r = client.get()     assert r.json[""value""] == ht",yes,25
naive,12,"(self, hours, name):         self.__offset = datetime.timedelta(hours=hours)         self.__name = n",yes,25
naive,13,"ef test_jsonify_aware_datetimes(tz):     """"""Test if aware datetime.datetime objects are converted in",no,25
naive,14,"ert flask.json.dumps(dt) == expected   def test_jsonify_uuid_types(app, client):     """"""Test jsonify",no,25
naive,15,rt rv_x == str(test_uuid)     rv_uuid = uuid.UUID(rv_x)     assert rv_uuid == test_uuid   def test_j,yes,25
naive,16,"a""] + json[""b""])      rv = client.post(         ""/add"",         data=flask.json.dumps({""a"": 1, ""b"": ",no,25
naive,17,"g(         ""const data = {{ data|tojson }};"",         data={""name"": ""</script>"", ""time"": datetime.da",no,25
naive,18,"n2 compatibility         def __init__(self, val):             self.val = val      def default(o):   ",yes,25
naive,19,"    return X(obj[""_foo""])              return obj          def loads(self, s, **kwargs):            ",yes,25
naive,20,"ps(flask.request.get_json()[""x""])      rv = client.post(         ""/"",         data=flask.json.dumps(",yes,25
naive,21,"se   def test_json_key_sorting(app, client):     app.debug = True     assert app.json.sort_keys     ",yes,25
naive,22,",         '""values"": {',         '""0"": ""foo"",',         '""1"": ""foo"",',         '""10"": ""foo"",',      ",yes,25
naive,23,"oo"",',         '""4"": ""foo"",',         '""5"": ""foo"",',         '""6"": ""foo"",',         '""7"": ""foo"",',  ",yes,25
naive,24,"       '""5"": ""foo"",',         '""6"": ""foo"",',         '""7"": ""foo"",',         '""8"": ""foo"",',         '",yes,25
naive,25,"',         ""}"",         ""}"",     ]      try:         assert lines == sorted_by_int     except Assert",yes,25
ast,1,import datetime import decimal import io import uuid  import pytest from werkzeug.http import http_d,yes,20
ast,2,"def test_bad_request_debug_message(app, client, debug):     app.config[""DEBUG""] = debug     app.conf",yes,20
ast,3,"def test_json_bad_requests(app, client):     @app.route(""/json"", methods=[""POST""])     def return_js",yes,20
ast,4,"def test_json_custom_mimetypes(app, client):     @app.route(""/json"", methods=[""POST""])     def retur",yes,20
ast,5,"def test_json_as_unicode(test_value, expected, app, app_ctx):     app.json.ensure_ascii = test_value",yes,20
ast,6,"def test_json_dump_to_file(app, app_ctx):     test_data = {""name"": ""Flask""}     out = io.StringIO() ",no,20
ast,7,"def test_jsonify_basic_types(test_value, app, client):     url = ""/jsonify_basic_types""     app.add_",no,20
ast,8,"def test_jsonify_dicts(app, client):     d = {         ""a"": 0,         ""b"": 23,         ""c"": 3.14,  ",yes,20
ast,9,"def test_jsonify_arrays(app, client):     """"""Test jsonify of lists and args unpacking.""""""     a_list",yes,20
ast,10,"def test_jsonify_datetime(app, client, value):     @app.route(""/"")     def index():         return f",yes,20
ast,11,"class FixedOffset(datetime.tzinfo):     """"""Fixed offset in hours east from UTC.      This is a sligh",yes,20
ast,12,"def test_jsonify_aware_datetimes(tz):     """"""Test if aware datetime.datetime objects are converted i",no,20
ast,13,"def test_jsonify_uuid_types(app, client):     """"""Test jsonify with uuid.UUID types""""""      test_uuid",no,20
ast,14,"def test_json_decimal():     rv = flask.json.dumps(decimal.Decimal(""0.003""))     assert rv == '""0.00",yes,20
ast,15,"def test_json_attr(app, client):     @app.route(""/add"", methods=[""POST""])     def add():         jso",yes,20
ast,16,"def test_tojson_filter(app, req_ctx):     # The tojson filter is tested in Jinja, this confirms that",no,20
ast,17,"def test_json_customization(app, client):     class X:  # noqa: B903, for Python2 compatibility     ",yes,20
ast,18,def _has_encoding(name):     try:         import codecs          codecs.lookup(name)         return ,yes,20
ast,19,"def test_json_key_sorting(app, client):     app.debug = True     assert app.json.sort_keys     d = d",yes,20
ast,20,"def test_html_method():     class ObjectWithHTML:         def __html__(self):             return ""<p",yes,20
naive,1,from datetime import datetime from datetime import timezone from uuid import uuid4  import pytest fr,yes,6
naive,2," 2, 3), ""y"": 4},         (1, 2, 3),         [(1, 2, 3)],         b""\xff"",         Markup(""<html>""), ",no,6
naive,3,"):         key = "" d""      s = TaggedJSONSerializer()     pytest.raises(KeyError, s.register, TagDic",no,6
naive,4,"             self.data = data      class TagFoo(JSONTag):         __slots__ = ()         key = "" f"" ",yes,6
naive,5,"ializer()     s.register(TagFoo)     assert s.loads(s.dumps(Foo(""bar""))).data == ""bar""   def test_ta",no,6
naive,6,"g):         key = "" 1""      class Tag2(JSONTag):         key = "" 2""      s = TaggedJSONSerializer() ",yes,6
ast,1,from datetime import datetime from datetime import timezone from uuid import uuid4  import pytest fr,yes,6
ast,2,def test_dump_load_unchanged(data):     s = TaggedJSONSerializer()     assert s.loads(s.dumps(data)),yes,6
ast,3,"def test_duplicate_tag():     class TagDict(JSONTag):         key = "" d""      s = TaggedJSONSerializ",no,6
ast,4,"def test_custom_tag():     class Foo:  # noqa: B903, for Python2 compatibility         def __init__(",yes,6
ast,5,"def test_tag_interface():     t = JSONTag(None)     pytest.raises(NotImplementedError, t.check, None",no,6
ast,6,"def test_tag_order():     class Tag1(JSONTag):         key = "" 1""      class Tag2(JSONTag):         ",no,6
naive,1,import logging import sys from io import StringIO  import pytest  from flask.logging import default_,no,8
naive,2,"el = logging.root.level      logger = logging.getLogger(""flask_test"")     logger.handlers = []     l",yes,8
naive,3,evel(logging.NOTSET)      if logging_plugin:         pytestconfig.pluginmanager.register(logging_plu,no,8
naive,4,app.logger.level == logging.DEBUG     assert app.logger.handlers == [default_handler]   def test_exi,yes,8
naive,5,"ger.error(""test"")         return """"      stream = StringIO()     client.get(""/"", errors_stream=strea",yes,8
naive,6,"tream   def test_has_level_handler():     logger = logging.getLogger(""flask.app"")     assert not has",no,8
naive,7,"tLevel(logging.ERROR)     assert not has_level_handler(logger)   def test_log_view_exception(app, cl",no,8
naive,8,")     assert ""Exception on / [GET]"" in err     assert ""Exception: test"" in err ",yes,8
ast,1,import logging import sys from io import StringIO  import pytest  from flask.logging import default_,yes,8
ast,2,def reset_logging(pytestconfig):     root_handlers = logging.root.handlers[:]     logging.root.handl,no,8
ast,3,"def test_logger(app):     assert app.logger.name == ""flask_test""     assert app.logger.level == logg",yes,8
ast,4,def test_logger_debug(app):     app.debug = True     assert app.logger.level == logging.DEBUG     as,yes,8
ast,5,def test_existing_handler(app):     logging.root.addHandler(logging.StreamHandler())     assert app.,yes,8
ast,6,"def test_wsgi_errors_stream(app, client):     @app.route(""/"")     def index():         app.logger.er",yes,8
ast,7,"def test_has_level_handler():     logger = logging.getLogger(""flask.app"")     assert not has_level_h",no,8
ast,8,"def test_log_view_exception(app, client):     @app.route(""/"")     def index():         raise Excepti",no,8
naive,1,import flask   def test_aborting(app):     class Foo(Exception):         whatever = 42      @app.err,yes,3
naive,2,"t_client() as c:         rv = c.get(""/"")         location_parts = rv.headers[""Location""].rpartition(",yes,3
naive,3,"ta == b""42"" ",yes,3
ast,1,import flask   ,yes,2
ast,2,def test_aborting(app):     class Foo(Exception):         whatever = 42      @app.errorhandler(Foo) ,yes,2
naive,1,import warnings  import pytest  import flask from flask.globals import app_ctx from flask.sessions i,no,22
naive,2,request(exception):         buffer.append(exception)      ctx = app.test_request_context()     ctx.p,no,22
naive,3," raise Exception(""dummy"")     except Exception:         pass      with app.test_request_context():  ",no,22
naive,4,"):         assert buffer == []         try:             raise Exception(""dummy"")         except Exce",yes,22
naive,5,"""foo"")     def sub():         return None      with app.test_request_context(""/""):         assert ( ",yes,22
naive,6,"alhost.localdomain:5000/""         )      # suppress Werkzeug 0.15 warning about name mismatch     wi",yes,22
naive,7,"  ):             pass      app.config.update(SERVER_NAME=""localhost"")     with app.test_request_cont",no,22
